id,candidato,criado em,texto,sentimento
7345,Lula,Thu Aug 25 23:59:19 +0000 2022,Tem que mudar o modelo de governança política Lula!! #LulaNoJN,
7346,Lula,Thu Aug 25 23:59:19 +0000 2022,"ai gente, alguém manda o lula parar de falar de adversário e das coisas que ele fez e manda ele falar sobre as cois… https://t.co/vwLnrTYxhE",
7347,Lula,Thu Aug 25 23:59:19 +0000 2022,"Não tem como não admirar este senhor, meu Deus do céu  #LulaNoJN",
7348,Lula,Thu Aug 25 23:59:19 +0000 2022,"@SF_Moro #LulaNoJN 

MEU PRESIDENTE É LUIZ INÁCIO LULA DA SILVA!

MEU PRESIDENTE É LULA!

E depois das eleições vai… https://t.co/TtxzzktDBz",
7349,Lula,Thu Aug 25 23:59:19 +0000 2022,"ESCUTEM O RECADO DO LULA #LulaNoJN 
Votem direito nos deputados e senadores tbm ..",
7350,Lula,Thu Aug 25 23:59:19 +0000 2022,Sinto Bonner afeiçoado a Lulinha! Hahahahahaha #LulaNoJN,
7351,Lula,Thu Aug 25 23:59:19 +0000 2022,Que homem #LulaNoJN,
7352,Lula,Thu Aug 25 23:59:19 +0000 2022,"Gente, esse Brasil já pode enfia esperança no cu .
É muito dinheiro que deputados , todos esses políticos ganham .
 #LulaNoJN",
7353,Lula,Thu Aug 25 23:59:19 +0000 2022,O senhor nao deve nada a justiça #LulaNoJN,
7354,Lula,Thu Aug 25 23:59:19 +0000 2022,MEU PRESIDENTE VAI GANHAR DE PRIMEIRO TURNO EU ACREDITOOOOOOOOOO #LulaNoJN #LulaNo1ºTurno,
7355,Lula,Thu Aug 25 23:59:19 +0000 2022,"O cara conversa olhando pra TV, respeita o homi #LulaNoJN",
7356,Lula,Thu Aug 25 23:59:19 +0000 2022,"ISSO AÍ, VOTE @RobeyonceLima 5000 PARA DEPUTADA FEDERAL #LulaNoJN",
7357,Lula,Thu Aug 25 23:59:19 +0000 2022,Isso é um escárnio #LulaNoJN,
7358,Lula,Thu Aug 25 23:59:19 +0000 2022,“conversando c eles” kkkkkkkkkkkkk LULA??????? #LulaNoJN,
7359,Lula,Thu Aug 25 23:59:19 +0000 2022,"A ORATÓRIA DO CARAAAAAAA, EU AMOOOOOOOOOO #LulaNoJN",
7360,Lula,Thu Aug 25 23:59:19 +0000 2022,"Eita meus amores
#LulaNoJN",
7361,Lula,Thu Aug 25 23:59:19 +0000 2022,"Lula acabou de quebrar a 4ª parede e olhou diretamente pra mim! 😍😍😍
#LulaNoJN",
7362,Lula,Thu Aug 25 23:59:19 +0000 2022,Lisa mandou avisar que os blinks estão fechados com Lula e vão votar 13 em outubro! #LulaNoJN https://t.co/Gf9tpECvwI,
7363,Lula,Thu Aug 25 23:59:19 +0000 2022,lula tem muito jogo de cintura como pode mds #LulaNoJN,
7364,Lula,Thu Aug 25 23:59:18 +0000 2022,E ele não mentiu kkkkkkkk #LulaNoJN #Eleicoes2022 https://t.co/6owHtxZ8PJ,
7365,Lula,Thu Aug 25 23:59:18 +0000 2022,@_Henriquecostta @xsofiaxmr @ViniLop69866631 Vai achando que ninguém gosta dele amr kkkkk 😘 #LulaNoJN https://t.co/ymmrsJXBCS,
7366,Lula,Thu Aug 25 23:59:18 +0000 2022,Lula lembra bem que o auxílio emergencial vai apenas até dezembro. Isso é a fome do nosso povo sendo usada de forma… https://t.co/74m2QfwfIi,
7367,Lula,Thu Aug 25 23:59:18 +0000 2022,"@SF_Moro Seria melhor se vc tivesse ficado calado e não tuitar, juizeco de meia tijela. Vc e o #tchutchucadocentrão nunca mais #LulaNoJN",
7368,Lula,Thu Aug 25 23:59:18 +0000 2022,Ele olha no nosso olho né ☺️ #LulaNoJN,
7369,Lula,Thu Aug 25 23:59:18 +0000 2022,"""Nós vamos resolver e eu quero que vocês me cobrem"" - Meu presidente Lula no JN

#LulaNoJN",
7370,Lula,Thu Aug 25 23:59:18 +0000 2022,Vai acabar a excrescência do orçamento secreto! Negociação transparente com o Congresso e participação política!… https://t.co/4c2Vt3AmLx,
7371,Lula,Thu Aug 25 23:59:18 +0000 2022,"Não adianta o que ele fale, só vou votar nele pra tirar aquela besta da presidência. #LulaNoJN",
7372,Lula,Thu Aug 25 23:59:18 +0000 2022,"@LulaOficial é tão magnífico que pediu até votos para seus deputados e senadores. 
#LulaNoJN",
7373,Lula,Thu Aug 25 23:59:18 +0000 2022,"não coloque rancor na urna, vote com amor #LulaNoJN",
7374,Lula,Thu Aug 25 23:59:18 +0000 2022,"Nossa, o #LulaNoJN é maravilhoso! Pega a palavra de volta, pauta a entrevista. Bonner nervoso. Quanto despreparo do… https://t.co/I6rmFdaOBt",
7375,Lula,Thu Aug 25 23:59:18 +0000 2022,"completamente apaixonada pelo homem ele tem beleza, ele tem inteligência, ele tem oratória, ELE TEM O POVO #LulaNoJN",
7376,Lula,Thu Aug 25 23:59:18 +0000 2022,"Os excelentíssimos jornalistas só sabem falar de corrupção e nada mais, educação, saúde, saneamento, nada??? Quanta pobreza... #LulaNoJN",
7377,Lula,Thu Aug 25 23:59:18 +0000 2022,"Lula,  ele foi preparado para qualquer coisa #LulaNoJN #MeuPresidente",
7378,Lula,Thu Aug 25 23:59:18 +0000 2022,É ele Brasil #LulaNoJN,
7379,Lula,Thu Aug 25 23:59:18 +0000 2022,"O lula é a salvação da esquerda brasileira, porque nao tem mais ninguém. #LulaNoJN",
7380,Lula,Thu Aug 25 23:59:18 +0000 2022,"""O bolsonaro parece o bobo da corte""
Esse é meu presidente! #LulaNoJN",
7381,Lula,Thu Aug 25 23:59:18 +0000 2022,@LulaOficial @felipeneto volta logo meu presidente #LulaNoJN,
7382,Lula,Thu Aug 25 23:59:18 +0000 2022,#LulaNoJN deita e rola,
7383,Lula,Thu Aug 25 23:59:18 +0000 2022,"“O BOLSONARO PARECE UM BONO DA CORTE” - Mds, não tem verdade maior, Gsus #LulaNoJN 🔥🔥🔥",
7384,Lula,Thu Aug 25 23:59:18 +0000 2022,"""O Congresso é o resultado da sua consciência política no dia da eleição"". Importante pensar nisso na hora de votar… https://t.co/af5VCSGrCq",
7385,Lula,Thu Aug 25 23:59:18 +0000 2022,Fui colocar a janta pra esquentar e  coloquei 13 SEGUNDOS #LulaNoJN,
7386,Lula,Thu Aug 25 23:59:18 +0000 2022,"@DeputadoFederal @LulaOficial Bolsonaro querido, preparado para passar a faixa? Pq aquela rampa em 2023, vc só sobe… https://t.co/kKDMwjDRwr",
7387,Lula,Thu Aug 25 23:59:18 +0000 2022,Que saudade do meu ex #LulaNoJN https://t.co/YnqeMRDgG1,
7388,Lula,Thu Aug 25 23:59:18 +0000 2022,"#LulaNoJN dando show, Lula mostrando o quanto é preparado para ser novamente para o terceiro mandato, volta logo Lula.",
7389,Lula,Thu Aug 25 23:59:18 +0000 2022,"Lula falou o correto. Bolsonaro é o bobo da corte, ele não manda em nada. Quem decide o que acontece no Brasil é a… https://t.co/wmu29v9E6u",
7390,Lula,Thu Aug 25 23:59:18 +0000 2022,"A diferença é grande demais !!!! 
#LulaNoJN",
7391,Lula,Thu Aug 25 23:59:18 +0000 2022,o @LulaOficial acabou de me lembrar que o alckmin eh vice dele quero morrer #LulaNoJN,
7392,Lula,Thu Aug 25 23:59:18 +0000 2022,#LulaNoJN PRIMEIRO TURNO,
7393,Lula,Thu Aug 25 23:59:18 +0000 2022,"Pois Bonner e Renata pressionem o Pai até arregaçar, tenho certeza que ele dá conta e no final lambe os dedo, coisa… https://t.co/1rOLkxNnbz",
7394,Lula,Thu Aug 25 23:59:18 +0000 2022,#LulaNoJN Eu perdi tudo com “O Bolsonaro parece o bobo da corte” 😂 https://t.co/uTH7u8vS0r,
7395,Lula,Thu Aug 25 23:59:18 +0000 2022,Deveriam ter perguntado do orçamento secreto ao capiroto né?!  #LulaNoJN,
7396,Lula,Thu Aug 25 23:59:18 +0000 2022,"gente eu tô quase chorando com o Lula falando, que lenda meus amores. muito tempo esperando por isso. emocionante. #LulaNoJN",1
7397,Lula,Thu Aug 25 23:59:18 +0000 2022,Lula tá hablando mesmo tudo o que calaram ele ao longo desses anos. #LulaNoJN,
7398,Lula,Thu Aug 25 23:59:17 +0000 2022,"Que orgulho do meu Presidente😍
#LulaNoJN 🚩",
7399,Lula,Thu Aug 25 23:59:17 +0000 2022,A cor do sapato delaKAKAKAKA #LulaNoJN https://t.co/vqKFSYi3jo,
7400,Lula,Thu Aug 25 23:59:17 +0000 2022,"#LulaNoJN: ""Bolsonaro é o bobo da corte.""",
7401,Lula,Thu Aug 25 23:59:17 +0000 2022,"Nadando de braçada, borboleta, costas…  #LulaNoJN",
7402,Lula,Thu Aug 25 23:59:17 +0000 2022,A fleabag se inspirou nessa sabatina do lula pra criar a personagem #LulaNoJN,
7403,Lula,Thu Aug 25 23:59:17 +0000 2022,"O BOLSONARO PARECE O BOBO DA CORTE

#LulaNoJN https://t.co/grrz3fYA1M",
7404,Lula,Thu Aug 25 23:59:17 +0000 2022,Político da p* toda!!!!#LulaNoJN,
7405,Lula,Thu Aug 25 23:59:17 +0000 2022,"""Espero que a sociedade brasileira tenha em mente algo muito importante: o Congresso brasileiro é resultado das sua… https://t.co/y9gVZIFI0S",
7406,Lula,Thu Aug 25 23:59:17 +0000 2022,@jeje_cricri #LulaNoJN  pautando e jantando no #Jn,1
7407,Lula,Thu Aug 25 23:59:17 +0000 2022,“Bolsonaro bobo da corte!” 🗣 #LulaNoJN,
7408,Lula,Thu Aug 25 23:59:17 +0000 2022,Parece um bobo da corte hahahahha #LulaNoJN,
7409,Lula,Thu Aug 25 23:59:17 +0000 2022,"Imagina um segundo turno entre Lula e Ciro? Dois candidatos com propostas, que levam esperança para as pessoas e se… https://t.co/7yqzX4mqpm",
7410,Lula,Thu Aug 25 23:59:17 +0000 2022,Dale Lula olha bem em vcs votam para deputados e senadores #LulaNoJN,
7411,Lula,Thu Aug 25 23:59:17 +0000 2022,"@LulaOficial Lulinha Meu presidente #LulaNo1ºTurno 
#LulaNoJN  #LulanoJornalNacional",
7412,Lula,Thu Aug 25 23:59:17 +0000 2022,@BolsonaroSP MELHOR CONVERSANDO DO QUE FAZENDO ORÇAMENTO SECRETO! Vou ter que ir de Lula mesmo #LulaNoJN,
7413,Lula,Thu Aug 25 23:59:17 +0000 2022,Vou sim colocar na urna a esperança e o otimismo. Com toda certeza. Sem medo de ser feliz. #LulaNoJN,
7414,Lula,Thu Aug 25 23:59:17 +0000 2022,A língua que nem um chicote #LulaNoJN,
7415,Lula,Thu Aug 25 23:59:17 +0000 2022,"É DEPUTADO E SENADOR DE ESQUERDA/CENTRO-ESQUERDA, MEU POVO!!! #LulaNoJN",
7416,Lula,Thu Aug 25 23:59:17 +0000 2022,#LulaNoJN o Bolsonaro é o #Bobodacorte,
7417,Lula,Thu Aug 25 23:59:17 +0000 2022,"Chega de 22k
Agora é Bobo da Corte.
Perfeito!!
#LulaNoJN",
7418,Lula,Thu Aug 25 23:59:17 +0000 2022,"O que @LulaOficial fez de bom para o Brasil foi tirar 36 milhões da miséria, gerar 20 milhões de empregos, criar o… https://t.co/VHFTu1jYSm",
7419,Lula,Thu Aug 25 23:59:17 +0000 2022,"Falem quem falar, gostem ou não mas o veinho é bom demais, sabe falar muito #LulaNoJN",
7420,Lula,Thu Aug 25 23:59:17 +0000 2022,"#LulaNoJN Na fé em Deus, essa eleição é do presidente Lula!!! 13 neles",
7421,Lula,Thu Aug 25 23:59:17 +0000 2022,Meteu um bobo da corte ao vivaço kaksnaksjak grandão sem medo meu povo #LulaNoJN,
7422,Lula,Thu Aug 25 23:59:17 +0000 2022,"Lula tem muito conhecimento,  isso ninguém pode julgar. Ele é muito articulado. #LulaNoJN",
7423,Lula,Thu Aug 25 23:59:17 +0000 2022,Eu tô vendo um espetáculo de @LulaOficial #LulaNoJN #Vote13,
7424,Lula,Thu Aug 25 23:59:17 +0000 2022,Meteu o auxílio emergencial na entrevista 😂😂😂 Dá-lhe @LulaOficial #LulaNoJN,
7425,Lula,Thu Aug 25 23:59:17 +0000 2022,"Ele quebrando a quarta parede, olhando no fundo dos meus olhos… 😮‍💨❤️
#LulaNoJN #Eleicoes2022",
7426,Lula,Thu Aug 25 23:59:17 +0000 2022,O micose é “bobo da corte” 👏🏻👏🏻👏🏻 disse tudo  #LulaNoJN,
7427,Lula,Thu Aug 25 23:59:17 +0000 2022,"@LulaOficial só cavalo de pau na cara!!!
#LulaNoJN",
7428,Lula,Thu Aug 25 23:59:17 +0000 2022,meu novo vício: ver o lula quebrando a quarta parede #LulaNoJN,
7429,Lula,Thu Aug 25 23:59:17 +0000 2022,Lula (vamos acabar com o orçamento secreto conversando com os partidos e deputados) 14 x 2 JN ... segue o jogo! #LulaNoJN,
7430,Lula,Thu Aug 25 23:59:17 +0000 2022,Amei o terno do @LulaOficial #LulaNoJN,
7431,Lula,Thu Aug 25 23:59:17 +0000 2022,@Mversiane1 E vc vai perder a sua boquinha kkkkkk #LulaNoJN,
7432,Lula,Thu Aug 25 23:59:17 +0000 2022,Mas vou apertar 13 com tanta força #LulaNoJN,
7433,Lula,Thu Aug 25 23:59:17 +0000 2022,"graças Deus, cheguei pra repor minha bateria com gengibre, afeto e #LulaNoJN",
7434,Lula,Thu Aug 25 23:59:17 +0000 2022,“O congresso nacional e o resultado da sua consciência política nessas eleições” PUTA Q PARIU #LulaNoJN,
7435,Lula,Thu Aug 25 23:59:17 +0000 2022,Essa olhadinha dele quebrando a quarta parede me mata de tão lindo #LulaNoJN,
7436,Lula,Thu Aug 25 23:59:16 +0000 2022,Passando um trem inteiro em cima do @realwbonner .. #ChoraNaoBonner #LulaNoJN #LulaNoJN,
7437,Lula,Thu Aug 25 23:59:16 +0000 2022,"Que saudades, Dilmãe! @dilmabr #Vote13 #LulaNoJN https://t.co/cAv0pptMKN",
7438,Lula,Thu Aug 25 23:59:16 +0000 2022,"""Bolsonaro não manda nada""
""Bolsonaro parece um bobo da corte"" 
 
 HABLA MAIS PAPI 

#LulaNoJN",
7439,Lula,Thu Aug 25 23:59:16 +0000 2022,O melhor é o comentário o bonsonaro parece  um bobo da corte rir kkkk #LulaNoJN,
7440,Lula,Thu Aug 25 23:59:16 +0000 2022,"SP(20h50):

Globo 30.6
SBT 6.6
Record 6.3
Band 2.7

#LulaNoJN

https://t.co/ojnNtcMI1M",
7441,Lula,Thu Aug 25 23:59:16 +0000 2022,"Hoje eu cometeria loucuras pra dormir empernado com uma mulher 

#LulaNoJN #BolsonaroNoFlow #Tosolteiro",
7442,Lula,Thu Aug 25 23:59:16 +0000 2022,"""O congresso nacional é o resultado da sua consciência política no dia das eleições."" #LulaNoJN",
7443,Lula,Thu Aug 25 23:59:16 +0000 2022,MEU PRESIDENTE SEMPRE FOI E SEMPRE SERÁ LUIZ INÁCIO LULA DA SILVA #LulaNoJN  https://t.co/KK4MHYBguI,
7444,Lula,Thu Aug 25 23:59:16 +0000 2022,"#LulaNoJN
O cabra tem pé no chão em tudo que fala mininu!",
7445,Lula,Thu Aug 25 23:59:16 +0000 2022,O cara manja dos paranauê nehh #LulaNoJN #JornalNacional,
7446,Lula,Thu Aug 25 23:59:16 +0000 2022,“O Bolsonaro parece um bobo da corte” #LulaNoJN https://t.co/syUJtHzTeH,
7447,Lula,Thu Aug 25 23:59:16 +0000 2022,"#LulaNoJN Só faltou meter: ""Bozo é tchutchuca do centrão!"" @PauloVieiraReal @Casimiro",
7448,Lula,Thu Aug 25 23:59:16 +0000 2022,“Não coloque rancor na urna.” #LulaNoJN,
7449,Lula,Thu Aug 25 23:59:16 +0000 2022,Urge elegermos deputados e senadores que diminuam a influência do Centrão nós rumos políticos desse país. #LulaNoJN #LulanoJornalNacional,
7450,Lula,Thu Aug 25 23:59:16 +0000 2022,"Tem como não, Lula é foda demais! #LulaNoJN",
7451,Lula,Thu Aug 25 23:59:16 +0000 2022,"""Não coloque rancor na urna."", Lula. #LulaNoJN",0
7452,Lula,Thu Aug 25 23:59:16 +0000 2022,"""O Bolsonaro parece o bobo da corte"" foi boa essa hein Lulinha kkkkkkkk

#LulaNoJN",
7453,Lula,Thu Aug 25 23:59:16 +0000 2022,"Dialogo Renata, ele quer dialogo Bonner. #LulaNoJN",
7454,Lula,Thu Aug 25 23:59:16 +0000 2022,"Renata, se me deixar eu conversar com o Greenpeace eu vendo pra eles oleo de Baleia
#LulaNoJN",
7455,Lula,Thu Aug 25 23:59:16 +0000 2022,"""O Bolsonaro parece o BOBO DA CORTE"" #LulaNoJN",0
7456,Lula,Thu Aug 25 23:59:16 +0000 2022,"Não tem jeito, o cara é bom!!! 
Meu Presidente🖤
#LulaNoJN",
7457,Lula,Thu Aug 25 23:59:16 +0000 2022,Ele olhando ora câmera e falando é demais pra mim❤ #LulaNoJN,
7458,Lula,Thu Aug 25 23:59:16 +0000 2022,"Tá muito lindo, não é gente??? #LulaNoJN https://t.co/0VglUDnYph",
7459,Lula,Thu Aug 25 23:59:16 +0000 2022,"Chupaaaaaaaaaaaa Jair!! 
Tchutcuka do Centrão!!
#LulaNoJN",
7460,Lula,Thu Aug 25 23:59:16 +0000 2022,O B******* é um bobo da corte #LulaNoJN,
7461,Lula,Thu Aug 25 23:59:16 +0000 2022,"""Quem manda no orçamento é o Lira"" ENGULA COM AGUA, PQ SECO MACHUCA A GARGANTA #LulaNoJN",0
7462,Lula,Thu Aug 25 23:59:16 +0000 2022,"veja e aprenda Bolsonaro, é assim que se responde as perguntas feitas sem precisar desviar e mentir sobre oq foi perguntado #LulaNoJN",1
7463,Lula,Thu Aug 25 23:59:16 +0000 2022,"""O Congresso Nacional é o resultado da sua consciência política nas eleições"". #LulaNoJN",
7464,Lula,Thu Aug 25 23:59:16 +0000 2022,Lula atira uma flecha no calcanhar de Aquiles do inominável chamando-o de FRACO!!!!sinceridade e clareza a toda prova! #LulaNoJN,
7465,Lula,Thu Aug 25 23:59:15 +0000 2022,Chamou o incompetente de bobo da corte #LulaNoJN,
7466,Lula,Thu Aug 25 23:59:15 +0000 2022,Queria saber onde foi que o Lula fez o cursinho de oratória dele. Tô querendo aprender a falar bem assim também  #LulaNoJN,
7467,Lula,Thu Aug 25 23:59:15 +0000 2022,"Se tem uma coisa que eu sei fazer, é cuidar do povo

#LulaNoJN #LulanoJornalNacional",
7468,Lula,Thu Aug 25 23:59:15 +0000 2022,“Nós vamos resolver” #LulaNoJN,
7469,Lula,Thu Aug 25 23:59:15 +0000 2022,"""O Bolsonaro parece um bobo da corte"" KKSKSKSKKSKSKSKSKKS #LulaNoJN #LulanoJornalNacional",
7470,Lula,Thu Aug 25 23:59:15 +0000 2022,"O Maior Estadista que o Brasil já teve.

#LulaNoJN #luladay @LulaOficial",
7471,Lula,Thu Aug 25 23:59:15 +0000 2022,Painho tá muito foda na sabatina. Humilhou o Bozonaro de longe #LulaNoJN,
7472,Lula,Thu Aug 25 23:59:15 +0000 2022,Não coloquem rancor na urna. #LulaNoJN #Lula13Presidente,
7473,Lula,Thu Aug 25 23:59:15 +0000 2022,"Perdendo #LulaNoJN , que ódio",
7474,Lula,Thu Aug 25 23:59:15 +0000 2022,VOU APERTAR 13 COM FORÇA DEMAIS!!!!!! #LulaNoJN,
7475,Lula,Thu Aug 25 23:59:15 +0000 2022,Habla mesmo papai te amo meu cristalzinho @LulaOficial #LulaNoJN,
7476,Lula,Thu Aug 25 23:59:15 +0000 2022,"#LulaNoJN 
Lulindo
MEU PRESIDENTE https://t.co/8MCHDYFwUp",
7477,Lula,Thu Aug 25 23:59:15 +0000 2022,bolsonaro é um bobo da corte #LulaNoJN https://t.co/GNAzgGARuD,
7478,Lula,Thu Aug 25 23:59:15 +0000 2022,"Apertar 13 com tanta força que ele vai sentir no cu dele

#LulaNoJN",
7479,Lula,Thu Aug 25 23:59:15 +0000 2022,"""Quando você for votar, coloca esperança, coloca otimismo. Não coloca rancor."" - Lula

#LulaNoJN",
7480,Lula,Thu Aug 25 23:59:15 +0000 2022,se a renata não tiver apaixonada pelo homem ela é maluca… #LulaNoJN,0
7481,Lula,Thu Aug 25 23:59:15 +0000 2022,"Lula criou o Caminho da Escola, que forneceu 30,5 mil ônibus e 918 lanchas para levar as crianças ao colégio. #Vote13 #LulaNoJN",
7482,Lula,Thu Aug 25 23:59:15 +0000 2022,Ele sabe o que fala e fala bem por que ele sabe o que faz! #LulaNoJN ❤️,
7483,Lula,Thu Aug 25 23:59:15 +0000 2022,"ele olha pra câmera
eu me derreto todo

#LulaNoJN",
7484,Lula,Thu Aug 25 23:59:15 +0000 2022,"Porra, lulinha, emocionou o povo! É #LulaNoJN #lula13",
7485,Lula,Thu Aug 25 23:59:15 +0000 2022,Tem perguntas aí que não foram feitas pro Bozó … quem tinha q responder sobre orçamento secreto primeiramente não s… https://t.co/4EmTwLcWlR,
7486,Lula,Thu Aug 25 23:59:15 +0000 2022,"Odeio Bozo mas não consigo acreditar em Lula a terceira vez, menos ainda no partido #LulaNoJN",
7487,Lula,Thu Aug 25 23:59:15 +0000 2022,"Carai o cara eh foda pai!

#LulaNoJN 
#LulaNo1ºTurno",
7488,Lula,Thu Aug 25 23:59:15 +0000 2022,"como a renata e o bonner falam merda, ela quis mesmo relativizar corrupção em rede nacional? mds #LulaNoJN",
7489,Lula,Thu Aug 25 23:59:15 +0000 2022,"O Pai tá on!!
#LulaNoJN #LulanoJornalNacional",
7490,Lula,Thu Aug 25 23:59:15 +0000 2022,"@LulaOficial é o cara.. como disse @BarackObama . Uma aula de no @jornalnacional 
#LulaNoJN",
7491,Lula,Thu Aug 25 23:59:14 +0000 2022,O BOLSONARO É UM BOBO DA CORTE! #LulanoJN,
7492,Lula,Thu Aug 25 23:59:14 +0000 2022,Amo quando ele quebra a quarta parede #LulaNoJN,
7493,Lula,Thu Aug 25 23:59:14 +0000 2022,"A tranquilidade de quem não foge do debate, tem argumentos, números, experiência e legado! 

#LulaNoJN https://t.co/2Af8ObR5Sj",
7494,Lula,Thu Aug 25 23:59:14 +0000 2022,Genteeee!!! To mto feliz em votar no Lula esse ano!! Nunca quis tanto! #LulaNoJN #LulanoJornalNacional,
7495,Lula,Thu Aug 25 23:59:14 +0000 2022,"CONVERSANDO ESSE HOMEM CONSEGUE

ATÉ O PAPA FRANCISCO TÁ SORRINDO AO LADO DO LULA 

VAMO QUE VAMO O BRASIL VAI VOLTAR PRO POVO #LulaNoJN",
7496,Lula,Thu Aug 25 23:59:14 +0000 2022,"Um amigo querido costuma dizer que “até as pedras se encontram”, isso cai como uma luva para #LulaNoJN",
7497,Lula,Thu Aug 25 23:59:14 +0000 2022,O pai tá on! #LulaNoJN https://t.co/O9N5pqQzLZ,
7498,Lula,Thu Aug 25 23:59:14 +0000 2022,PQP ESSE HOMEM NÃO EXISTE 😭❤️TE AMO PAINHO #LulaNoJN,
7499,Lula,Thu Aug 25 23:59:14 +0000 2022,Fala fala fala e não responde sobre a corrupção dele lkkkkkkkkkkk  #LulaNoJN,
7500,Lula,Thu Aug 25 23:59:14 +0000 2022,"O cara tá dando aula de política! 
Eita caralhoooooow 🎉🎉🎉🎉 #LulaNoJN",
7501,Lula,Thu Aug 25 23:59:14 +0000 2022,"Lula chamando o inominável de bobo da corte, dizendo que não manda em nada e cuspiu fatos da hipocrisia do inomináv… https://t.co/FgBvUQzJUR",
7502,Lula,Thu Aug 25 23:59:14 +0000 2022,“Bolsonaro é refém do Congresso Nacional. Ele sequer cuida do orçamento. Ele é um BOBO DA CORTE.” #LulaNoJN… https://t.co/rsdRu4lLYB,
7503,Lula,Thu Aug 25 23:59:14 +0000 2022,"Feliz de morar num canto desse país q NAO teve isso nao.
#LulaNoJN https://t.co/r3dZddfqTf",
7504,Lula,Thu Aug 25 23:59:14 +0000 2022,E ele habla mesmo viu grandão sem medo #LulaNoJN,
7505,Lula,Thu Aug 25 23:59:14 +0000 2022,“Bobo da corte” 🗣🗣🗣 #LulaNoJN,
7506,Lula,Thu Aug 25 23:59:14 +0000 2022,"O congresso nacional é o resultado da sua consciência política no dia das eleições.
 #LulaNoJN",
7507,Lula,Thu Aug 25 23:59:14 +0000 2022,"Concordamos sim, próximo #LulaNoJN",
7508,Lula,Thu Aug 25 23:59:14 +0000 2022,Bolsonaro BOBO DA CORTE #LulaNoJN,
7509,Lula,Thu Aug 25 23:59:14 +0000 2022,ele chamando o bozo de bobo KKKKKKKKKKKKKKKKKKKKKKKKKKKKK #LulaNoJN,
7510,Lula,Thu Aug 25 23:59:14 +0000 2022,"Nessa fala de refém do congresso ele ajudou o miliciano
#LulaNoJN",
7511,Lula,Thu Aug 25 23:59:14 +0000 2022,“Não coloque rancor na urna” mas eu vou colocar é ódio mesmo!!!!! #LulaNoJN,
7512,Lula,Thu Aug 25 23:59:14 +0000 2022,@BolsonaroSP Futuro preso mentindo como sempre né Dudu B..... #LulaNoJN  #BrasilDaEsperança com #LulaNo1ºTurno #ForaAras #HaddadGovernador13,
7513,Lula,Thu Aug 25 23:59:14 +0000 2022,Cada vez mais claro que precisamos eleger uma grande bancada de Deputados. @CarlosZarattini 1370  lá e… https://t.co/asO7cl7Tfl,
7514,Lula,Thu Aug 25 23:59:14 +0000 2022,"""o congresso nacional é o resultado das suas decisões políticas no dia da eleição"" #LulaNoJN",
7515,Lula,Thu Aug 25 23:59:14 +0000 2022,"VAAAAAAI LULAAAAAAA
#LulaNoJN",
7516,Lula,Thu Aug 25 23:59:14 +0000 2022,Vai lulinha maceta mesmo  #LulaNoJN,1
7517,Lula,Thu Aug 25 23:59:14 +0000 2022,#LulaNoJN chega,
7518,Lula,Thu Aug 25 23:59:14 +0000 2022,"@LulaOficial nao precisa mais esperar, toma a faixa de presidente que é tua, meu amor! MEU AMOR! 🖤🖤🖤🖤🖤🖤🖤
#LulaNoJN… https://t.co/wd0Him0jTe",
7519,Lula,Thu Aug 25 23:59:14 +0000 2022,"Bozo da corte
 #LulaNoJN",
7520,Lula,Thu Aug 25 23:59:14 +0000 2022,MANOOOOOOOOOO ELE DESTRUIU AGORA  #LulaNoJN,
7521,Lula,Thu Aug 25 23:59:13 +0000 2022,Ôh homem maravilhoso esse Lula!!! #LulaNoJN,
7522,Lula,Thu Aug 25 23:59:13 +0000 2022,"#LADRAONOJN que roubou meu coração ❤️  
#LulaNoJN #LulanoJornalNacional https://t.co/AfmVTknMna",
7523,Lula,Thu Aug 25 23:59:13 +0000 2022,"Lula: Dilma falou, que se William Bonner e Renata Vasconcellos perguntassem do governo dela, que chamem ela para se… https://t.co/ZiHMU1EB3I",
7524,Lula,Thu Aug 25 23:59:13 +0000 2022,vamooo painhooo #LulaNoJN,
7525,Lula,Thu Aug 25 23:59:13 +0000 2022,"Não coloque RANCOR na urna. #LulaNoJN 

Vou de LULA 13 MEU PRESIDENTE!",
7526,Lula,Thu Aug 25 23:59:13 +0000 2022,"Candidato Lula, o senhor pretende liberar o consumo de cerveja dentro da Arena do Grêmio caso seja eleito?

#LulaNoJN",
7527,Lula,Thu Aug 25 23:59:13 +0000 2022,"O véio é bom hein 
#LulaNoJN",
7528,Lula,Thu Aug 25 23:59:13 +0000 2022,TE AMO PAI #LulaNoJN,
7529,Lula,Thu Aug 25 23:59:13 +0000 2022,"MEODEOS 

O Lula agora tá fazendo o pau torar nas cabeças do bolsonaro e do lira...

Renata salientou que ele, Lula… https://t.co/l1DRjn9uzt",
7530,Lula,Thu Aug 25 23:59:13 +0000 2022,"@SF_Moro MEU PRESIDENTE É LUIS INACIO LULA DA SILVA
#LulaNoJN",
7531,Lula,Thu Aug 25 23:59:13 +0000 2022,OQ FOI ESSA ENTREVISTA? O maior q temos ⭐️⭐️⭐️ #LulaNoJN,
7532,Lula,Thu Aug 25 23:59:13 +0000 2022,"Bolsonaro, o bobo da corte 😂😂 #LulaNoJN",
